intersection_id,int_lat,int_lon,cam_lat,cam_lon,cam_heading,speed_limit,road_type,is_major_road,has_crosswalk,has_camera,has_speed_display,has_traffic_light,has_stop_sign,number_of_connecting_roads,is_lit,has_bike_lane,num_lanes,number_of_accidents
12,40.033187999999996,-75.1967377,40.03313303118739,-75.19657708831367,294.1265259150622,25,tertiary,0,False,False,False,False,False,3,,,3,0
12,40.033187999999996,-75.1967377,40.033286194686845,-75.19685849635036,136.72731118780212,25,tertiary,0,False,False,False,False,False,3,,,1,0
12,40.033187999999996,-75.1967377,40.033213893510606,-75.19691025438645,101.17259347541341,25,tertiary,0,False,False,False,False,False,3,,,1,0
13,40.032258500000005,-75.1940393,40.032313973413615,-75.19419961578637,114.35927277947286,25,tertiary,0,False,False,False,False,False,3,,,3,0
13,40.032258500000005,-75.1940393,40.03237354775114,-75.19394705252493,211.77296510423352,25,residential,0,False,False,False,False,False,3,,,2,0
13,40.032258500000005,-75.1940393,40.03220453395469,-75.19387811600012,293.6602533476422,25,tertiary,0,False,False,False,False,False,3,,,3,0
14,39.92011449999998,-75.1763646,39.920092462762014,-75.17619142707528,279.49764025624535,25,residential,0,False,False,False,False,False,3,,,,0
14,39.92011449999998,-75.1763646,39.919981275761344,-75.17639411381282,9.79339371542352,25,residential,0,False,False,False,False,False,3,,,,0
14,39.92011449999998,-75.1763646,39.92013766240525,-75.1765375251278,99.98157661259927,25,residential,0,False,False,False,False,False,3,,,,0
15,39.92001799999999,-75.1756063,39.9200400381129,-75.17577947255272,99.49764025624535,25,residential,0,False,False,False,False,False,4,,,,0
15,39.92001799999999,-75.1756063,39.919995282109355,-75.17543327573222,279.78975269544634,25,residential,0,False,False,False,False,False,4,,,,0
15,39.92001799999999,-75.1756063,39.91988452297976,-75.17563382003614,9.13332091571749,25,residential,0,False,False,False,False,False,4,,,,0
15,39.92001799999999,-75.1756063,39.920151037576616,-75.17557539857003,190.25270546381148,25,residential,0,False,False,False,False,False,4,,,,0
16,39.91887998276602,-75.17666733795001,39.918857567449145,-75.17649425000229,279.6603276107437,25,residential,0,False,False,False,False,False,3,,,,0
