intersection_id,int_lat,int_lon,cam_lat,cam_lon,cam_heading,speed_limit,road_type,is_major_road,has_crosswalk,has_camera,has_speed_display,has_traffic_light,has_stop_sign,number_of_connecting_roads,is_lit,has_bike_lane,num_lanes,number_of_accidents,has_had_fatal
1715,35.185172,-89.784767,35.18517391723027,-89.78493160550681,92.41836410225756,25,residential,0,False,False,False,False,False,4,,,,0,True
1715,35.185172,-89.784767,35.18503687176508,-89.78476997703288,2.6416914856547464,25,residential,0,False,False,False,False,False,4,,,2,0,True
1715,35.185172,-89.784767,35.18530712621364,-89.78476388997424,182.68798867606634,25,residential,0,False,False,False,False,False,4,,,2,0,True
1715,35.185172,-89.784767,35.18516929368998,-89.7846024109256,272.7528416703383,25,residential,0,False,False,False,False,False,4,,,,0,True
1716,35.186202099999996,-89.788075,35.18619789139377,-89.78791045598675,273.39189229220017,25,residential,0,False,False,False,False,False,3,,,,0,True
1716,35.186202099999996,-89.788075,35.186337192989825,-89.78807021640884,183.27256488573988,25,residential,0,False,False,False,False,False,3,,,,0,True
1716,35.186202099999996,-89.788075,35.186067079285195,-89.7880822006566,4.114368710103918,25,residential,0,False,False,False,False,False,3,,,,0,True
1718,35.052251999999996,-89.9516761,35.05224515406227,-89.95151197265695,274.5999337309764,65,primary,1,False,False,False,True,False,6,,,6,1,True
1718,35.052251999999996,-89.9516761,35.05237717534288,-89.95161416583193,203.83613051631377,65,secondary,1,False,False,False,True,False,6,,,,1,True
1718,35.052251999999996,-89.9516761,35.052255894191745,-89.95184037009557,93.34754937616299,65,primary,1,False,False,False,True,False,6,,,6,1,True
1718,35.052251999999996,-89.9516761,35.0521184658278,-89.95170135662352,10.536886295608554,65,secondary,1,False,False,False,True,False,6,,,"('5', '6')",1,True
1718,35.052251999999996,-89.9516761,35.05237561900375,-89.95174249613709,157.86648515731292,65,secondary,1,False,False,False,True,False,6,,,,1,True
1718,35.052251999999996,-89.9516761,35.0521184658278,-89.95170135662352,10.536886295608554,65,secondary,1,False,False,False,True,False,6,,,"('6', '5')",1,True
1719,35.0522008,-89.9482539,35.05220393391782,-89.94841819438157,93.02312922794283,65,primary,1,False,False,False,False,False,3,,,6,0,True
1719,35.0522008,-89.9482539,35.05206578624749,-89.94826100093084,4.170738587419919,25,residential,0,False,False,False,False,False,3,,,,0,True
1719,35.0522008,-89.9482539,35.05219555349762,-89.94808968530786,273.91915449701855,65,primary,1,False,False,False,False,False,3,,,"('6', '7')",0,True
1720,35.0130564,-90.0357902,35.01301010646196,-90.0356358876144,291.7768090217371,25,residential,0,False,False,False,False,False,3,,,,0,True
1720,35.0130564,-90.0357902,35.013045160075144,-90.03595388209374,86.9718065353033,25,residential,0,False,False,False,False,False,3,,,,0,True
1720,35.0130564,-90.0357902,35.01318500926218,-90.03584061964989,163.86644789558318,25,residential,0,False,False,False,False,False,3,,,,0,True
1722,35.0103834,-90.03464420000002,35.01039336667948,-90.03480799870339,95.97185458318177,25,residential,0,False,False,False,False,False,3,,,,0,True
1722,35.0103834,-90.03464420000002,35.01038417686533,-90.03447995667011,271.41272361846154,25,residential,0,False,False,False,False,False,3,,,,0,True
1722,35.0103834,-90.03464420000002,35.01024827248185,-90.0346426407839,1.1982277345087482,25,residential,0,False,False,False,False,False,3,,,,0,True
1723,35.01455049999999,-90.0347595,35.0145537686546,-90.03492370630701,93.12847751680249,25,residential,0,False,False,False,False,False,3,,,,0,True
1723,35.01455049999999,-90.0347595,35.01455364383356,-90.03459529007554,270.40927213454563,25,residential,0,False,False,False,False,False,3,,,,0,True
1723,35.01455049999999,-90.0347595,35.01468561682133,-90.03476208175202,180.84179718475465,25,tertiary,0,False,False,False,False,False,3,,,,0,True
1724,35.01246939999999,-90.0273156,35.012469732396035,-90.02747985045686,91.87901672013322,25,residential,0,False,False,False,False,False,3,,,,0,True
1724,35.01246939999999,-90.0273156,35.012604527711055,-90.0273139927406,182.29870855147504,25,residential,0,False,False,False,False,False,3,,,,0,True
1724,35.01246939999999,-90.0273156,35.0124686349599,-90.02715135166278,272.06236135429765,25,residential,0,False,False,False,False,False,3,,,,0,True
1725,35.01245959999999,-90.0252147,35.01246036721412,-90.02537894850174,92.06216908867697,25,residential,0,False,False,False,False,False,3,,,,0,True
1725,35.01245959999999,-90.0252147,35.01259469842977,-90.02521091271653,183.05806510999687,65,primary,1,False,False,False,False,False,3,,,4,0,True
1725,35.01245959999999,-90.0252147,35.012324472663195,-90.02521637456644,2.32097572687735,65,primary,1,False,False,False,False,False,3,,,4,0,True
1726,35.012937599999994,-90.0252013,35.0128025015755,-90.02520508727268,3.058065109996903,65,primary,1,False,False,False,False,False,3,,,4,0,True
1726,35.012937599999994,-90.0252013,35.01293648383871,-90.02536554650297,91.26364020308279,25,residential,0,False,False,False,False,False,3,,,,0,True
1726,35.012937599999994,-90.0252013,35.013072711085066,-90.02520434767875,180.67366821316384,65,primary,1,False,False,False,False,False,3,,,4,0,True
1727,35.0103907,-90.0252404,35.010525827393586,-90.0252387280615,182.32000291660785,65,primary,1,False,False,False,False,False,4,,,4,0,True
1727,35.0103907,-90.0252404,35.01037547740139,-90.02507719843301,278.2046806887208,25,residential,0,False,False,False,False,False,4,,,,0,True
1727,35.0103907,-90.0252404,35.0103904692756,-90.02540464676213,91.63897541972511,25,residential,0,False,False,False,False,False,4,,,,0,True
1727,35.0103907,-90.0252404,35.01025558323956,-90.02524305355574,2.6624562400426157,65,primary,1,False,False,False,False,False,4,,,4,0,True
1730,35.005585999999994,-89.9592959,35.00558600105983,-89.95946014403376,91.6991423965419,25,residential,0,False,False,False,False,False,3,,,,0,True
1730,35.005585999999994,-89.9592959,35.00545086515202,-89.95929732916647,2.197208271087959,25,residential,0,False,False,False,False,False,3,,,,0,True
